ID,playerid,name,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice,av_1,av_2,av_3,av_4,av_5,av_6,Shothardness,tappedtheball,ImportantnessGame,Importantnessgamegrouped,specialMatch,lastGKdive,CluborNationalTeam,competition,Minute,secondlastpenalty,secondlastGKdive,JColourPlayer,JColourGK,foot_cat,mvmtGK_cat,standposGK_cat,ingameshoot_cat,compleague_cat,decider_cat,lastpenaltygoal_cat,lastpenaldir_cat,roundnogroup_cat,heightGK_cat,posdef_cat,GKmvmttyp_cat,opplstpengoal_cat,shothardness_cat,tappedball_cat,gameimportance_cat,specialmatch_cat,lastGKdive_cat,clubornational_cat,compCup_cat,compECC_cat,compNational_cat,compQuali_cat,jerseygreyGK_cat,jerseyredGK_cat,jerseyblackGK_cat,jerseyblueGK_cat,jerseygreenGK_cat,jerseyyellowGK_cat,jerseyorangeGK_cat,jerseygoldPL_cat,jerseyblackPL_cat,jerseywhitePL_cat,jerseypinkPL_cat,jerseypurplePL_cat,jerseyredPL_cat,jerseygreenPL_cat,secondlastGKdivedir_cat,secondlastpen_cat,Great_GK,GK_already_saved_one
1888,367,Ronaldo,R,no,central,Ingame,Cup,196,no,Goal,2,2,Semi-Final,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4,1,1,1,1,1,1,normal,yes,4,normal,yes,Right,Club,Cup,16,Goal,Right,White-Black,Green,1,0,2,0,0,0,2,2,0,15,0,2,0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,yes,no
1889,367,Ronaldo,R,no,central,Ingame,League,187,no,Saved,7,4,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,5,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,23,Goal,Right,White-Black,Black,1,0,2,0,1,0,1,4,0,6,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
1890,367,Ronaldo,R,no,central,Ingame,League,193,no,Goal,5,5,null,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,2,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,62,Saved,Left,White-Black,Green,1,0,2,0,1,0,2,5,0,12,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,no,no
1891,367,Ronaldo,R,no,slightly right,Ingame,League,194,no,Goal,5,2,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,strong,no,4,normal,no,Right,Club,League,55,Goal,Left,White-Black,Red,1,0,3,0,1,0,2,2,0,13,0,2,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
1892,367,Ronaldo,R,no,central,Ingame,League,194,yes,Goal,4,4,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,normal,no,4,normal,no,Center,Club,League,90,Goal,Right,White-Black,Red,1,0,2,0,1,1,2,4,0,13,0,2,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
1893,367,Ronaldo,R,jumping on spot,central,Ingame,League,193,no,Goal,7,4,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,4,normal,no,Left,Club,League,51,Goal,Center,White-Black,Green,1,2,2,0,1,0,2,4,0,12,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,no,no
1894,367,Ronaldo,R,jumping on spot,central,Ingame,League,192,no,Goal,9,6,null,null,ST,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,89,Goal,Left,White-Black,Black,1,2,2,0,1,0,2,6,0,11,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
1895,367,Ronaldo,R,no,central,Ingame,UCL,184,no,Missed,2,2,last sixteen,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6,1,1,1,1,1,1,normal,no,4,normal,no,Left,Club,UCL,43,Goal,Right,White-Black,Red,1,0,2,0,0,0,1,2,0,3,0,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
1896,367,Ronaldo,R,no,central,Ingame,League,193,no,Goal,9,6,null,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,League,44,Missed,Left,White-Black,Green,1,0,2,0,1,0,2,6,0,12,0,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,no,no
1897,367,Ronaldo,R,no,central,Ingame,League,192,no,Goal,9,6,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2,1,1,1,1,1,1,weak,no,3,normal,no,Left,Club,League,76,Goal,Left,Orange,Blue,1,0,2,0,1,0,2,6,0,11,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,no,no
1898,367,Ronaldo,R,jumping on spot,central,Ingame,UCL,187,no,Goal,2,2,Group,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,5,1,1,1,1,1,1,normal,no,3,normal,yes,Right,Club,UCL,13,Goal,Left,White-Black,Green,1,2,2,0,0,0,2,2,1,6,0,1,0,2,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,yes,no
1899,367,Ronaldo,R,jumping left and right,central,Ingame,UCL,187,no,Goal,8,5,Group,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,strong,no,3,normal,yes,Right,Club,UCL,52,Goal,Right,White-Black,Green,1,4,2,0,0,0,2,5,1,6,0,1,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,yes,no
1900,367,Ronaldo,R,no,central,Ingame,League,188,no,Goal,7,4,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,78,Goal,Right,White-Black,Yellow,1,0,2,0,1,0,2,4,0,7,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,no,no
1901,367,Ronaldo,R,no,central,Ingame,League,188,no,Goal,8,5,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,2,1,1,1,1,1,1,strong,no,3,important,no,Right,Club,League,89,Goal,Right,White-Black,Yellow,1,0,2,0,1,0,2,5,0,7,0,2,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,no,no
1902,367,Ronaldo,R,no,central,Ingame,League,194,no,Goal,2,2,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,6,1,1,1,1,1,1,weak,yes,3,normal,no,Right,Club,League,61,Goal,Right,White-Black,Green,1,0,2,0,1,0,2,2,0,13,0,2,0,3,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,no,no
1903,367,Ronaldo,R,no,central,Ingame,Cup,193,no,Saved,9,6,Semi-Final,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,2,1,1,1,1,1,1,normal,no,4,normal,yes,Right,Club,Cup,26,Goal,Right,White-Black,Green,1,0,2,0,0,0,1,6,0,12,0,2,0,2,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,yes,no
1904,367,Ronaldo,R,no,central,Ingame,League,184,no,Goal,2,2,null,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,1,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,25,Saved,Right,White-Black,Black,1,0,2,0,1,0,2,2,0,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,no,no
1905,367,Ronaldo,R,jumping on spot,central,Ingame,League,193,no,Goal,4,1,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,83,Goal,Left,Orange,Green,1,2,2,0,1,0,2,1,0,12,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
1906,367,Ronaldo,R,no,central,Ingame,League,193,no,Goal,7,4,null,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,strong,yes,4,unimportant,yes,Left,Club,League,24,Goal,Left,White-Black,Orange,1,0,2,0,1,0,2,4,0,12,0,2,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,yes,no
1907,367,Ronaldo,R,no,central,Ingame,EM,190,no,Saved,7,4,Group,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,strong,no,3,normal,no,Left,National Team,EM,87,Goal,Left,White,Yellow,1,0,2,0,0,0,1,4,1,9,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,no,no
1908,367,Ronaldo,R,jumping on spot,central,Ingame,EM,188,no,Goal,9,6,Group,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,strong,no,4,normal,yes,Left,National Team,EM,30,Saved,Left,Red,Yellow,1,2,2,0,0,0,2,6,1,7,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,yes,no
1909,367,Ronaldo,R,no,central,Ingame,EM,188,no,Goal,7,4,Group,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,no,4,important,yes,Right,National Team,EM,60,Goal,Left,Red,Yellow,1,0,2,0,0,0,2,4,1,7,0,2,0,2,0,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,yes,no
1910,368,Rooney,R,no,central,Shootout,EM,192,no,null,null,null,Quarter-Final,Missed,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,EM,null,null,null,White,Green,1,0,2,1,0,0,0,0,0,11,0,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,yes,no
1911,369,Rudy,R,jumping on spot,central,Shootout,Cup,192,yes,null,null,null,2,Goal,MF,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,Cup,null,null,null,Green,Yellow,1,2,2,1,0,1,0,0,0,11,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,no,no
1912,369,Rudy,R,jumping on spot,central,Shootout,Cup,187,no,Goal,7,4,2,Missed,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,1,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,Cup,null,null,null,Blue,Green,1,2,2,1,0,0,2,4,0,6,0,1,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
1913,370,Ruiz,L,no,central,Shootout,WM,190,no,null,null,null,last sixteen,Goal,MF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,WM,null,null,null,White,Yellow,0,0,2,1,0,0,0,0,0,9,0,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,no,no
1914,370,Ruiz,L,no,central,Shootout,WM,193,no,Goal,3,3,Quarter-Final,Goal,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,yes,4,normal,yes,Left,National Team,WM,null,null,null,White,Green,0,0,2,1,0,0,2,3,0,12,0,2,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,yes,no
1915,370,Ruiz,L,no,central,Ingame,WM,183,no,null,null,null,Group,null,MF,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,3,1,1,1,1,1,1,normal,no,2,normal,no,null,National Team,WM,90,null,null,White,Green,0,0,2,0,0,0,0,0,1,2,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
1916,371,Rulli,R,no,central,Shootout,EL,192,no,null,null,null,Final,Goal,GK,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,3,1,1,1,1,1,1,strong,no,5,normal,yes,null,Club,EL,null,null,null,Yellow,Black,1,0,2,1,0,0,0,0,0,11,0,2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
1917,372,Sabiri,R,no,slightly left,Ingame,League,189,no,null,null,null,null,null,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4,1,1,1,1,1,1,normal,no,3,unimportant,no,null,Club,League,85,null,null,Yellow,Blue,1,0,1,0,1,0,0,0,0,8,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no
1918,373,Sabitzer,R,no,central,Ingame,League,189,no,null,null,null,null,null,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,League,77,null,null,White,Yellow,1,0,2,0,1,0,0,0,0,8,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,no,no
1919,373,Sabitzer,R,no,central,Ingame,League,192,no,Goal,9,6,null,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,70,null,null,Black,Green,1,0,2,0,1,0,2,6,0,11,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,no,no
1920,373,Sabitzer,R,no,central,Ingame,League,196,no,Goal,7,4,null,null,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,26,Goal,Left,White,Orange,1,0,2,0,1,0,2,4,0,15,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,no,no
1921,373,Sabitzer,R,no,central,Ingame,Cup,194,no,Goal,4,4,last sixteen,null,MF,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,Cup,45,Goal,Left,Red,Yellow,1,0,2,0,0,0,2,4,0,13,0,2,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,no,no
1922,373,Sabitzer,R,no,central,Ingame,League,197,no,Goal,7,4,null,null,MF,still,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,78,Goal,Left,White,Grey,1,0,2,0,1,0,2,4,0,16,0,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
1923,374,Sagnol,R,no,central,Shootout,WM,192,yes,null,null,null,Final,Goal,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,3,1,1,1,1,1,1,strong,no,5,important,yes,null,National Team,WM,null,null,null,White,Gold,1,0,2,1,0,1,0,0,0,11,1,2,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,no
1924,375,Saka,L,no,central,Shootout,EM,196,yes,null,null,null,Final,Saved,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,yes,5,important,yes,null,National Team,EM,null,null,null,White,Yellow,0,0,2,1,0,1,0,0,0,15,0,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,yes,no
1925,376,Salah,L,no,central,Ingame,WM-Quali,191,no,null,null,null,Group,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4,1,1,1,1,1,1,normal,no,3,important,no,null,National Team,WM-Quali,43,null,null,Red,Yellow,0,0,2,0,0,0,0,0,1,10,0,2,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,no,no
1926,376,Salah,L,step right,clearly left,Ingame,WM-Quali,178,yes,Goal,7,4,Group,null,ST,moving,0.057122488,0.10530303,0.029171988,0.148926178,0.214014192,0.162905444,6,1,1,1,1,1,1,strong,no,3,important,no,Right,National Team,WM-Quali,90,null,null,Red,Black,0,3,1,0,0,1,2,4,1,1,0,1,0,1,0,2,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,no,no
1927,376,Salah,L,jumping on spot,central,Ingame,League,195,no,Goal,6,6,null,null,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,42,Goal,Right,Red,Black,0,2,2,0,1,0,2,6,0,14,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,no,no
1928,376,Salah,L,step right,central,Ingame,League,195,no,Saved,9,6,null,null,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,78,Goal,Left,Red,Black,0,3,2,0,1,0,1,6,0,14,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,no,yes
1929,376,Salah,L,jumping on spot,central,Ingame,WM,186,no,Goal,9,6,Group,null,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,3,1,1,1,1,1,1,normal,no,3,normal,no,Left,National Team,WM,73,Saved,Right,White,Green,0,2,2,0,0,0,2,6,1,5,0,1,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,no,no
1930,376,Salah,L,no,slightly right,Ingame,Africacup-Quali,191,no,Goal,3,3,Group,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4,1,1,1,1,1,1,normal,yes,3,important,no,Right,National Team,Africacup-Quali,3,Goal,Left,Red,Blue,0,0,3,0,0,0,2,3,1,10,0,2,0,2,1,2,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,no,no
1931,376,Salah,L,step left,central,Ingame,Africacup-Quali,191,no,Saved,7,4,Group,null,ST,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,strong,yes,3,normal,no,Left,National Team,Africacup-Quali,29,Goal,Right,Red,Blue,0,1,2,0,0,0,1,4,1,10,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,no,yes
1932,376,Salah,L,step forward,central,Ingame,UCL,195,no,Saved,9,6,Group,null,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,5,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,UCL,51,Saved,Left,Red,Green,0,2,2,0,0,0,1,6,1,14,0,1,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,no,no
1933,376,Salah,L,no,central,Ingame,League,191,no,Goal,5,5,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,47,Saved,Right,Red,Green,0,0,2,0,1,0,2,5,0,10,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,no,no
1934,376,Salah,L,no,central,Ingame,League,190,no,Goal,7,4,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,5,1,1,1,1,1,1,strong,no,3,normal,yes,Left,Club,League,45,Goal,Right,Red,Black,0,0,2,0,1,0,2,4,0,9,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,no,no
1935,376,Salah,L,no,central,Ingame,League,191,no,Goal,5,5,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,50,Goal,Left,Red,Yellow,0,0,2,0,1,0,2,5,0,10,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,no,no
1936,376,Salah,L,no,central,Ingame,UCL,188,no,Goal,6,6,Final,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5,1,1,1,1,1,1,normal,no,5,important,no,Right,Club,UCL,2,Goal,Right,Red,Black,0,0,2,0,0,0,2,6,0,7,0,2,0,2,0,2,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,yes,no
1937,376,Salah,L,jumping on spot,central,Shootout,Cup,184,yes,Goal,5,5,Final,Goal,ST,moving,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,4,1,1,1,1,1,1,strong,no,4,normal,yes,Right,Club,Cup,null,Goal,Right,Red,Green,0,2,2,1,0,1,2,5,0,3,0,1,1,1,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,yes,no
1938,376,Salah,L,no,central,Shootout,Cup,186,no,Goal,4,4,Final,Goal,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4,1,1,1,1,1,1,normal,no,4,normal,yes,Left,Club,Cup,null,Goal,Right,Red,White,0,0,2,1,0,0,2,4,0,5,0,2,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,no,no
1939,376,Salah,L,jumping on spot,central,Ingame,League,190,no,Goal,7,4,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,1,1,1,1,1,1,1,normal,no,3,normal,yes,Right,Club,League,49,Goal,Left,Red,Blue,0,2,2,0,1,0,2,4,0,9,0,1,0,2,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,no,no
1940,376,Salah,L,no,slightly left,Ingame,League,195,no,Goal,1,1,null,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,75,Goal,Right,Red,Green,0,0,1,0,1,0,2,1,0,14,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,no,no
1941,376,Salah,L,no,central,Ingame,League,190,no,Goal,9,6,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,strong,no,3,normal,no,Center,Club,League,35,Goal,Right,White,Green,0,0,2,0,1,0,2,6,0,9,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,no,no
1942,376,Salah,L,jumping on spot,central,Shootout,Cup,195,no,Goal,9,6,Final,null,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,strong,no,4,important,no,Left,Club,Cup,null,Goal,Center,Red,Black,0,2,2,1,0,0,2,6,0,14,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,no,no
1943,376,Salah,L,no,central,Ingame,League,196,no,Goal,6,6,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,2,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,4,Goal,Left,Red,Yellow,0,0,2,0,1,0,2,6,0,15,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,no,no
1944,376,Salah,L,jumping left and right,central,Ingame,League,196,no,Goal,2,2,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,88,Goal,Left,Red,Yellow,0,4,2,0,1,0,2,2,0,15,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,no,no
1945,376,Salah,L,no,central,Ingame,UCL,195,no,Goal,7,4,Group,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,UCL,90,Goal,Right,Red,Yellow,0,0,2,0,0,0,2,4,1,14,0,2,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,no,no
1946,376,Salah,L,no,central,Ingame,League,190,no,Goal,9,6,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,5,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,42,Goal,Right,Red,Yellow,0,0,2,0,1,0,2,6,0,9,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,no,no
1947,376,Salah,L,no,central,Ingame,League,188,no,Goal,8,5,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,strong,no,3,normal,yes,Right,Club,League,13,Goal,Left,Red,Black,0,0,2,0,1,0,2,5,0,7,0,2,0,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,no,no
1948,376,Salah,L,jumping on spot,central,Ingame,League,195,no,Goal,4,4,null,null,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,5,1,1,1,1,1,1,strong,yes,3,normal,no,Left,Club,League,79,Goal,Right,Red,Yellow,0,2,2,0,1,0,2,4,0,14,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,no,no
